time,value,gas_price,size,total_diff,diff,blockgas_limit,blockgas_used,trans_count
2020-07-23 00:00:00,3.2374255811171364e+18,75782620824.5413,39516.713858112525,1.6470673239440462e+22,2363020030127781.5,11957921.0531441,11473637.834244935,190.92553786172223
2020-07-23 12:00:00,2.8305582218807685e+18,73931958676.72334,38635.839762057425,1.647822675403735e+22,2356627829549642.0,11895473.48412983,11427448.466048807,161.90111637425977
2020-07-24 00:00:00,2.423690862644401e+18,72081296528.90538,38657.82743495954,1.6486138907793058e+22,2443829442747379.5,11960801.796652434,11437147.40812861,183.16001931540646
2020-07-24 12:00:00,2.956912371501557e+18,80236947368.68861,41449.27022268039,1.6494030589507114e+22,2460089560081030.5,12088693.437146312,11645376.927048834,169.8182097228064
2020-07-25 00:00:00,2.0349560294591035e+18,85719415854.89275,43299.862543129086,1.6501866849781984e+22,2409719840400418.5,12373761.613914832,11971632.922497109,190.60700553679246
2020-07-25 12:00:00,2.9280311059715584e+18,77314027598.81384,43025.15926630239,1.6509450630820918e+22,2359165072894904.0,12480651.84924826,12006166.894870711,179.52320554316023
2020-07-26 00:00:00,3.038312339242214e+18,69083803630.12209,40085.13896590176,1.6517139346884806e+22,2403235086295169.5,12471414.359769644,12041419.216876877,186.23173033668823
2020-07-26 12:00:00,2.930142723582045e+18,73536583657.29143,37863.7243459478,1.652510773423241e+22,2460173662026535.5,12479023.285960406,12101629.460412225,164.2275036204598
2020-07-27 00:00:00,3.7836674774169805e+18,85203313861.38846,42450.86080057435,1.6533052326703188e+22,2464559166140876.5,12482880.354547678,12043968.876332492,203.98545591116715
2020-07-27 12:00:00,4.017592931905846e+18,108343784930.21284,42514.41344543009,1.6540924081697653e+22,2436557902129287.5,12467505.575951785,11997529.233078279,187.6015919734458
2020-07-28 00:00:00,2.31626980091876e+18,73235476933.8126,41154.34998470831,1.6548843235712908e+22,2486264155690373.5,12478721.939995399,12038474.725250723,202.56233875384189
2020-07-28 12:00:00,3.047399157080589e+18,68281279616.957436,39715.20767673379,1.6557041340562532e+22,2536077460321848.5,12473688.024450973,12081210.476841792,174.81553884113092
2020-07-29 00:00:00,2.279901305880829e+18,69698402314.16727,41089.23200384805,1.6565133394337583e+22,2499482297099757.0,12474508.732572535,11995137.886744356,193.42215672460915
2020-07-29 12:00:00,2.963894722550939e+18,77393177426.42015,39152.28136970476,1.6573464699398328e+22,2568269809227983.5,12476626.469116347,12022438.033659702,164.13224316375616
2020-07-30 00:00:00,2.6531552690498836e+18,70243801252.82089,41726.10802226716,1.6581743501587224e+22,2552763013052397.0,12465042.13719836,11927007.595448142,198.59198278088726
2020-07-30 12:00:00,3.3739648490956754e+18,71968989862.28038,38480.35921354025,1.6589620540185332e+22,2438864560659289.5,12475742.466783384,11998201.89321349,167.16997597729207
2020-07-31 00:00:00,2.7842263465475866e+18,76133685255.47743,42063.36911099588,1.6597263958005537e+22,2358525970254560.5,12478451.280560955,12015137.587535022,200.8719595568257
2020-07-31 12:00:00,2.779977983862356e+18,78843326796.11256,40546.09012910953,1.660507092529039e+22,2430895052698334.5,12480141.27577654,12016031.380065544,175.23030371147865
2020-08-01 00:00:00,2.1310026924364572e+18,65017231682.25961,39851.18883201469,1.661283656120907e+22,2379348796922604.0,12477575.508960543,11963239.043049501,193.9085511557448
2020-08-01 12:00:00,3.303653580350294e+18,61299859916.25866,38528.95013003305,1.6620898842190404e+22,2497921954654724.5,12475633.849357016,12005012.345884705,165.44785832946556
2020-08-02 00:00:00,3.195144276455608e+18,89445651315.91417,41199.642843970556,1.6628990320722707e+22,2508039012151676.0,12477238.475928785,11982981.77057864,193.78400922427628
2020-08-02 12:00:00,2.5151744609593057e+18,63563218355.20179,35382.67208392625,1.663722263330037e+22,2521771321027829.5,12477644.757337084,11969665.921630109,153.25257326101897
2020-08-03 00:00:00,2.4002906332137856e+18,58272178080.090324,38659.79193985419,1.664511339270551e+22,2432533665641777.5,12467311.331084268,11946315.640087642,190.48726038674567
2020-08-03 12:00:00,3.051247666926426e+18,79038177048.57457,39679.554015571885,1.6652930110747323e+22,2423858181388314.5,12458751.705198342,11944205.109798506,173.40754411313392
2020-08-04 00:00:00,2.6035404806753777e+18,62258468281.65601,40894.703620924185,1.6660859597296641e+22,2447084653014100.5,12478709.10077089,12027452.397489218,200.47966573417344
2020-08-04 12:00:00,3.3014405622417326e+18,54953227869.61906,36663.7299959474,1.6668822967523425e+22,2479571703005747.0,12476585.804148844,11951142.725453546,162.91414922855606
2020-08-05 00:00:00,1.725450258145376e+18,51242192664.1395,39692.392543972535,1.6676792063009208e+22,2466681348739183.5,12483648.531503335,11977882.938561114,198.626124623265
2020-08-05 12:00:00,2.4698616944829906e+18,57777201343.82697,38866.38960634263,1.6684663117530616e+22,2439559048490655.0,12477909.886301832,11992231.774631785,168.2191238417031
2020-08-06 00:00:00,1.8422936656020595e+18,54810659079.6027,40258.8630841038,1.6692484315365494e+22,2399004457683701.5,12472789.503279358,11921479.167011969,195.20048580525133
2020-08-06 12:00:00,2.281135501311073e+18,64177684904.28009,39953.09767486546,1.6700532551727045e+22,2507132202677642.5,12475692.714354085,11876929.728033425,178.54509820307183
2020-08-07 00:00:00,1.632856729577529e+18,67415004026.58676,40891.03986602345,1.6708627981777544e+22,2505273834404784.5,12475141.90996886,11941760.306569032,204.17242484258585
2020-08-07 12:00:00,3.049173251575496e+18,81355019789.87401,41669.21264653991,1.6716751285321436e+22,2529877408066455.0,12462282.50722584,11999613.36183379,181.84368224578301
2020-08-08 00:00:00,1.259082290153859e+18,59193561772.483406,39692.38553074837,1.6724937100539183e+22,2530807060914311.5,12466056.76914087,11871447.696915017,186.0316635572683
2020-08-08 12:00:00,1.5628199909825065e+18,76691679386.67717,42137.52579060209,1.6733241909821808e+22,2556745671743421.0,12470957.648494897,11929989.08963619,180.3920361673778
2020-08-09 00:00:00,1.5574350275413422e+18,67565568714.72726,42525.539235249606,1.6741580818313726e+22,2579487060351964.0,12464146.07853,11994916.161225459,193.95709079639053
2020-08-09 12:00:00,1.5412654861274194e+18,87861058141.00276,43028.44861775149,1.6750102807753123e+22,2605543931121639.0,12474769.580406,12033253.72204525,182.30520212458794
2020-08-10 00:00:00,2.2523843608218412e+18,101508815051.01753,44142.08443426935,1.6758417998020587e+22,2569406676865486.0,12474108.58956707,12020579.357252024,206.6129487581062
2020-08-10 12:00:00,2.8894080229502305e+18,135540724512.8529,43200.20202848767,1.6766724224843384e+22,2577315517272050.0,12446173.967666293,11996713.675746933,191.66611220083436
